 475  9.754845e-001
0.00000000e+000 0.000000e+000 4.5542953e+034 5.7657471e+014 -2.728331e-001 3.286630e-001 2.052991e-002 1.010228e-002
1.21430248e-009 1.000000e-002 4.5542889e+034 5.7657471e+014 -2.728330e-001 3.286629e-001 2.052990e-002 1.010226e-002
1.63422513e-009 1.104066e-002 4.5542875e+034 5.7657437e+014 -2.728329e-001 3.286628e-001 2.052989e-002 1.010226e-002
2.20597039e-009 1.220181e-002 4.5542858e+034 5.7657430e+014 -2.728329e-001 3.286628e-001 2.052989e-002 1.010226e-002
2.97774403e-009 1.348508e-002 4.5542837e+034 5.7657421e+014 -2.728329e-001 3.286628e-001 2.052988e-002 1.010225e-002
4.01952662e-009 1.490331e-002 4.5542811e+034 5.7657410e+014 -2.728328e-001 3.286627e-001 2.052988e-002 1.010225e-002
5.42578131e-009 1.647069e-002 4.5542780e+034 5.7657396e+014 -2.728328e-001 3.286626e-001 2.052987e-002 1.010224e-002
7.32401883e-009 1.820292e-002 4.5542741e+034 5.7657380e+014 -2.728327e-001 3.286625e-001 2.052986e-002 1.010223e-002
9.88635866e-009 2.011731e-002 4.5542694e+034 5.7657360e+014 -2.728326e-001 3.286624e-001 2.052985e-002 1.010222e-002
1.33451345e-008 2.223304e-002 4.5542637e+034 5.7657335e+014 -2.728325e-001 3.286623e-001 2.052984e-002 1.010221e-002
1.80139588e-008 2.457127e-002 4.5542567e+034 5.7657305e+014 -2.728324e-001 3.286622e-001 2.052982e-002 1.010220e-002
2.43161550e-008 2.715541e-002 4.5542482e+034 5.7657269e+014 -2.728322e-001 3.286620e-001 2.052980e-002 1.010218e-002
3.28231354e-008 3.001130e-002 4.5542378e+034 5.7657224e+014 -2.728321e-001 3.286617e-001 2.052977e-002 1.010216e-002
4.43062018e-008 3.316752e-002 4.5542250e+034 5.7657170e+014 -2.728318e-001 3.286614e-001 2.052974e-002 1.010213e-002
5.98064630e-008 3.665565e-002 4.5542095e+034 5.7657103e+014 -2.728316e-001 3.286611e-001 2.052970e-002 1.010210e-002
8.07292032e-008 4.051059e-002 4.5541905e+034 5.7657022e+014 -2.728312e-001 3.286607e-001 2.052965e-002 1.010206e-002
1.08971249e-007 4.477090e-002 4.5541673e+034 5.7656922e+014 -2.728308e-001 3.286601e-001 2.052960e-002 1.010201e-002
1.47092871e-007 4.947919e-002 4.5541389e+034 5.7656801e+014 -2.728303e-001 3.286595e-001 2.052953e-002 1.010196e-002
1.98549779e-007 5.468255e-002 4.5541043e+034 5.7656653e+014 -2.728297e-001 3.286587e-001 2.052944e-002 1.010189e-002
2.68006207e-007 6.043300e-002 4.5540620e+034 5.7656472e+014 -2.728289e-001 3.286578e-001 2.052934e-002 1.010180e-002
3.61757414e-007 6.678804e-002 4.5540104e+034 5.7656251e+014 -2.728280e-001 3.286566e-001 2.052921e-002 1.010169e-002
4.88299795e-007 7.381118e-002 4.5539473e+034 5.7655981e+014 -2.728269e-001 3.286552e-001 2.052905e-002 1.010156e-002
6.59100110e-007 8.157259e-002 4.5538703e+034 5.7655651e+014 -2.728255e-001 3.286535e-001 2.052886e-002 1.010140e-002
8.89633287e-007 9.014979e-002 4.5537763e+034 5.7655248e+014 -2.728239e-001 3.286513e-001 2.052863e-002 1.010121e-002
1.20078240e-006 9.962842e-002 4.5536614e+034 5.7654756e+014 -2.728218e-001 3.286488e-001 2.052834e-002 1.010098e-002
1.62072691e-006 1.101030e-001 4.5535211e+034 5.7654156e+014 -2.728193e-001 3.286456e-001 2.052800e-002 1.010069e-002
2.18748911e-006 1.216781e-001 4.5533498e+034 5.7653422e+014 -2.728163e-001 3.286418e-001 2.052757e-002 1.010034e-002
2.95236733e-006 1.344689e-001 4.5531405e+034 5.7652526e+014 -2.728126e-001 3.286370e-001 2.052705e-002 1.009991e-002
3.98456355e-006 1.486028e-001 4.5528850e+034 5.7651432e+014 -2.728081e-001 3.286313e-001 2.052642e-002 1.009938e-002
5.37741906e-006 1.642203e-001 4.5525731e+034 5.7650096e+014 -2.728025e-001 3.286243e-001 2.052565e-002 1.009874e-002
7.25681338e-006 1.814763e-001 4.5521922e+034 5.7648465e+014 -2.727958e-001 3.286157e-001 2.052470e-002 1.009796e-002
9.79247183e-006 2.005419e-001 4.5517271e+034 5.7646473e+014 -2.727875e-001 3.286052e-001 2.052355e-002 1.009701e-002
1.32131798e-005 2.216054e-001 4.5511594e+034 5.7644042e+014 -2.727774e-001 3.285925e-001 2.052215e-002 1.009584e-002
1.78272389e-005 2.448746e-001 4.5504664e+034 5.7641074e+014 -2.727651e-001 3.285769e-001 2.052043e-002 1.009442e-002
2.40499472e-005 2.705781e-001 4.5496206e+034 5.7637451e+014 -2.727501e-001 3.285579e-001 2.051833e-002 1.009268e-002
3.24404755e-005 2.989672e-001 4.5485886e+034 5.7633030e+014 -2.727318e-001 3.285346e-001 2.051578e-002 1.009056e-002
4.37512873e-005 3.303185e-001 4.5473294e+034 5.7627635e+014 -2.727095e-001 3.285063e-001 2.051266e-002 1.008798e-002
5.89942643e-005 3.649353e-001 4.5457936e+034 5.7621054e+014 -2.726822e-001 3.284717e-001 2.050885e-002 1.008483e-002
7.95290095e-005 4.031499e-001 4.5439209e+034 5.7613027e+014 -2.726490e-001 3.284295e-001 2.050421e-002 1.008098e-002
1.07180483e-004 4.453259e-001 4.5416383e+034 5.7603242e+014 -2.726084e-001 3.283781e-001 2.049856e-002 1.007630e-002
1.44395258e-004 4.918602e-001 4.5388573e+034 5.7591316e+014 -2.725590e-001 3.283155e-001 2.049167e-002 1.007059e-002
1.94448315e-004 5.431845e-001 4.5354710e+034 5.7576789e+014 -2.724989e-001 3.282391e-001 2.048327e-002 1.006364e-002
2.61715528e-004 5.997669e-001 4.5313502e+034 5.7559103e+014 -2.724257e-001 3.281462e-001 2.047306e-002 1.005518e-002
3.52030742e-004 6.621127e-001 4.5263398e+034 5.7537588e+014 -2.723366e-001 3.280331e-001 2.046064e-002 1.004490e-002
4.73150580e-004 7.307649e-001 4.5202536e+034 5.7511437e+014 -2.722283e-001 3.278957e-001 2.044555e-002 1.003240e-002
6.35354480e-004 8.063021e-001 4.5128693e+034 5.7479683e+014 -2.720969e-001 3.277288e-001 2.042723e-002 1.001724e-002
8.52211398e-004 8.893370e-001 4.5039228e+034 5.7441174e+014 -2.719376e-001 3.275263e-001 2.040504e-002 9.998874e-003
1.14154701e-003 9.805105e-001 4.4931022e+034 5.7394545e+014 -2.717447e-001 3.272811e-001 2.037818e-002 9.976656e-003
1.52664448e-003 1.080485e+000 4.4800417e+034 5.7338184e+014 -2.715117e-001 3.269847e-001 2.034575e-002 9.949835e-003
2.03770526e-003 1.189934e+000 4.4643161e+034 5.7270206e+014 -2.712307e-001 3.266271e-001 2.030668e-002 9.917537e-003
2.71358080e-003 1.309524e+000 4.4454368e+034 5.7188428e+014 -2.708930e-001 3.261968e-001 2.025975e-002 9.878756e-003
3.60375663e-003 1.439902e+000 4.4228493e+034 5.7090346e+014 -2.704881e-001 3.256805e-001 2.020355e-002 9.832347e-003
4.77052380e-003 1.581664e+000 4.3959346e+034 5.6973126e+014 -2.700046e-001 3.250632e-001 2.013652e-002 9.777036e-003
6.29120444e-003 1.735329e+000 4.3640152e+034 5.6833614e+014 -2.694297e-001 3.243282e-001 2.005693e-002 9.711419e-003
8.26021067e-003 1.901307e+000 4.3263670e+034 5.6668364e+014 -2.687495e-001 3.234570e-001 1.996293e-002 9.634000e-003
1.07906151e-002 2.079858e+000 4.2822399e+034 5.6473699e+014 -2.679493e-001 3.224300e-001 1.985256e-002 9.543219e-003
