2.563587e11  3.16227766e+10 10 1e0
2.563587e11  3.16227766e+10 10 1e1
1e12         1e+11          10 1e0
1e12         1e+11          10 1e1
1.230001e+13 1e+12          10 1e0
1.230001e+13 1e+12          10 1e1
5.063467e+13 1e+13          10 1e0
5.063467e+13 1e+13          10 1e1
2.563587e11  3.16227766e+10 50 1e0
2.563587e11  3.16227766e+10 50 1e1
1e12         1e+11          50 1e0
1e12         1e+11          50 1e1
1.230001e+13 1e+12          50 1e0
1.230001e+13 1e+12          50 1e1
5.063467e+13 1e+13          50 1e0
5.063467e+13 1e+13          50 1e1
2.563587e11  3.16227766e+10 100 1e0
2.563587e11  3.16227766e+10 100 1e1
1e12         1e+11          100 1e0
1e12         1e+11          100 1e1
1.230001e+13 1e+12          100 1e0
1.230001e+13 1e+12          100 1e1
5.063467e+13 1e+13          100 1e0
5.063467e+13 1e+13          100 1e1
2.563587e11  3.16227766e+10 200 1e0
2.563587e11  3.16227766e+10 200 1e1
1e12         1e+11          200 1e0
1e12         1e+11          200 1e1
1.230001e+13 1e+12          200 1e0
1.230001e+13 1e+12          200 1e1
5.063467e+13 1e+13          200 1e0
5.063467e+13 1e+13          200 1e1
2.563587e11  3.16227766e+10 500 1e0
2.563587e11  3.16227766e+10 500 1e1
1e12         1e+11          500 1e0
1e12         1e+11          500 1e1
1.230001e+13 1e+12          500 1e0
1.230001e+13 1e+12          500 1e1
5.063467e+13 1e+13          500 1e0
5.063467e+13 1e+13          500 1e1
2.563587e11  3.16227766e+10 1000 1e0
2.563587e11  3.16227766e+10 1000 1e1
1e12         1e+11          1000 1e0
1e12         1e+11          1000 1e1
1.230001e+13 1e+12          1000 1e0
1.230001e+13 1e+12          1000 1e1
5.063467e+13 1e+13          1000 1e0
5.063467e+13 1e+13          1000 1e1





