1.49e9 40.7 0.08
1.11e10 35.8 0.08
7.85e10 47.3 0.1
2.50e11 46.1 0.11
6.11e11  59.8 0.12
9.075e11 128.0 0.13
1.131e12 143.5 0.14
1.455e12 507.9 0.17
1.766e12 65.8 0.8
2.134e12 71.6 0.09
2.634e12 77.9 0.09
3.338e12 84.6 0.09
4.379e12 308.8 0.14
5.839e12 29.5 0.04
7.041e12 31.0 0.04
8.980e12 135.1 0.04
1.057e13 11.5 0.02
1.254e13 11.3 0.02
1.506e13 10.9 0.02
1.838e13 10.0 0.02
2.287e13 67.3 0.01
2.784e13 2.5 0.01
3.493e13 2.4 0.01
