-3.65000e+02 1.18787e+02 1.18787e+02 1.18787e+02 1.18787e+02 1.18787e+02 1.18787e+02 1.18787e+02 1.18787e+02 1.18787e+02 1.18787e+02 1.18787e+02 1.18787e+02 1.18787e+02 1.18787e+02
-3.64848e+02 1.18223e+02 1.18223e+02 1.18223e+02 1.18223e+02 1.18223e+02 1.18223e+02 1.18223e+02 1.18223e+02 1.18223e+02 1.18223e+02 1.18223e+02 1.18223e+02 1.18223e+02 1.18223e+02
-3.59640e+02 1.18808e+02 1.18808e+02 1.18823e+02 1.18823e+02 1.18823e+02 1.18823e+02 1.18823e+02 1.18823e+02 1.18823e+02 1.18823e+02 1.18823e+02 1.18823e+02 1.18823e+02 1.18823e+02
-3.53853e+02 1.20129e+02 1.20129e+02 1.20239e+02 1.20239e+02 1.20241e+02 1.20241e+02 1.20241e+02 1.20241e+02 1.20241e+02 1.20241e+02 1.20241e+02 1.20241e+02 1.20241e+02 1.20241e+02
-3.48066e+02 1.21057e+02 1.21057e+02 1.21270e+02 1.21270e+02 1.21276e+02 1.21276e+02 1.21276e+02 1.21276e+02 1.21276e+02 1.21276e+02 1.21276e+02 1.21276e+02 1.21276e+02 1.21276e+02
-3.42279e+02 1.21699e+02 1.21699e+02 1.22075e+02 1.22075e+02 1.22096e+02 1.22096e+02 1.22096e+02 1.22096e+02 1.22096e+02 1.22096e+02 1.22096e+02 1.22096e+02 1.22096e+02 1.22096e+02
-3.36492e+02 1.22230e+02 1.22230e+02 1.22782e+02 1.22782e+02 1.22826e+02 1.22826e+02 1.22827e+02 1.22827e+02 1.22827e+02 1.22827e+02 1.22827e+02 1.22827e+02 1.22827e+02 1.22827e+02
-3.30705e+02 1.22679e+02 1.22679e+02 1.23407e+02 1.23407e+02 1.23484e+02 1.23484e+02 1.23486e+02 1.23486e+02 1.23486e+02 1.23486e+02 1.23486e+02 1.23486e+02 1.23486e+02 1.23486e+02
-3.24918e+02 1.23065e+02 1.23065e+02 1.23964e+02 1.23964e+02 1.24082e+02 1.24082e+02 1.24086e+02 1.24086e+02 1.24086e+02 1.24086e+02 1.24086e+02 1.24086e+02 1.24086e+02 1.24086e+02
-3.19131e+02 1.23401e+02 1.23401e+02 1.24465e+02 1.24465e+02 1.24631e+02 1.24631e+02 1.24638e+02 1.24638e+02 1.24638e+02 1.24638e+02 1.24638e+02 1.24638e+02 1.24638e+02 1.24638e+02
-3.13344e+02 1.23699e+02 1.23699e+02 1.24919e+02 1.24919e+02 1.25137e+02 1.25137e+02 1.25149e+02 1.25149e+02 1.25150e+02 1.25150e+02 1.25150e+02 1.25150e+02 1.25150e+02 1.25150e+02
-3.07557e+02 1.23965e+02 1.23965e+02 1.25333e+02 1.25333e+02 1.25607e+02 1.25607e+02 1.25625e+02 1.25625e+02 1.25627e+02 1.25627e+02 1.25627e+02 1.25627e+02 1.25627e+02 1.25627e+02
-3.01770e+02 1.24205e+02 1.24205e+02 1.25712e+02 1.25712e+02 1.26045e+02 1.26045e+02 1.26071e+02 1.26071e+02 1.26075e+02 1.26074e+02 1.26076e+02 1.26074e+02 1.26076e+02 1.26074e+02
-2.95983e+02 1.24423e+02 1.24423e+02 1.26061e+02 1.26061e+02 1.26455e+02 1.26455e+02 1.26491e+02 1.26491e+02 1.26497e+02 1.26496e+02 1.26499e+02 1.26496e+02 1.26499e+02 1.26496e+02
-2.90195e+02 1.24622e+02 1.24622e+02 1.26385e+02 1.26385e+02 1.26839e+02 1.26839e+02 1.26888e+02 1.26888e+02 1.26897e+02 1.26896e+02 1.26900e+02 1.26896e+02 1.26900e+02 1.26896e+02
-2.84408e+02 1.24805e+02 1.24805e+02 1.26685e+02 1.26685e+02 1.27202e+02 1.27202e+02 1.27264e+02 1.27264e+02 1.27278e+02 1.27276e+02 1.27283e+02 1.27276e+02 1.27283e+02 1.27276e+02
-2.78621e+02 1.24975e+02 1.24975e+02 1.26966e+02 1.26966e+02 1.27544e+02 1.27544e+02 1.27621e+02 1.27621e+02 1.27642e+02 1.27638e+02 1.27650e+02 1.27639e+02 1.27650e+02 1.27639e+02
-2.72834e+02 1.25132e+02 1.25132e+02 1.27228e+02 1.27228e+02 1.27868e+02 1.27868e+02 1.27961e+02 1.27961e+02 1.27991e+02 1.27985e+02 1.28002e+02 1.27985e+02 1.28003e+02 1.27985e+02
-2.67047e+02 1.25279e+02 1.25279e+02 1.27474e+02 1.27474e+02 1.28175e+02 1.28175e+02 1.28286e+02 1.28286e+02 1.28326e+02 1.28317e+02 1.28343e+02 1.28319e+02 1.28344e+02 1.28319e+02
-2.61260e+02 1.25416e+02 1.25416e+02 1.27706e+02 1.27706e+02 1.28467e+02 1.28467e+02 1.28597e+02 1.28597e+02 1.28650e+02 1.28637e+02 1.28673e+02 1.28639e+02 1.28675e+02 1.28639e+02
-2.55473e+02 1.25545e+02 1.25545e+02 1.27925e+02 1.27925e+02 1.28746e+02 1.28746e+02 1.28895e+02 1.28895e+02 1.28963e+02 1.28946e+02 1.28994e+02 1.28948e+02 1.28997e+02 1.28948e+02
-2.49686e+02 1.25667e+02 1.25667e+02 1.28132e+02 1.28132e+02 1.29011e+02 1.29011e+02 1.29181e+02 1.29181e+02 1.29266e+02 1.29244e+02 1.29308e+02 1.29248e+02 1.29312e+02 1.29248e+02
-2.43899e+02 1.25782e+02 1.25782e+02 1.28328e+02 1.28328e+02 1.29264e+02 1.29264e+02 1.29457e+02 1.29456e+02 1.29561e+02 1.29532e+02 1.29614e+02 1.29537e+02 1.29620e+02 1.29537e+02
-2.38112e+02 1.25890e+02 1.25890e+02 1.28515e+02 1.28515e+02 1.29507e+02 1.29507e+02 1.29721e+02 1.29721e+02 1.29848e+02 1.29812e+02 1.29915e+02 1.29819e+02 1.29923e+02 1.29819e+02
-2.32325e+02 1.25993e+02 1.25993e+02 1.28693e+02 1.28693e+02 1.29739e+02 1.29739e+02 1.29976e+02 1.29976e+02 1.30128e+02 1.30084e+02 1.30211e+02 1.30092e+02 1.30220e+02 1.30092e+02
-2.26538e+02 1.26091e+02 1.26091e+02 1.28862e+02 1.28862e+02 1.29962e+02 1.29962e+02 1.30223e+02 1.30222e+02 1.30401e+02 1.30348e+02 1.30502e+02 1.30358e+02 1.30514e+02 1.30359e+02
-2.20751e+02 1.26184e+02 1.26184e+02 1.29023e+02 1.29023e+02 1.30176e+02 1.30176e+02 1.30460e+02 1.30460e+02 1.30668e+02 1.30604e+02 1.30790e+02 1.30618e+02 1.30805e+02 1.30618e+02
-2.14964e+02 1.26273e+02 1.26273e+02 1.29178e+02 1.29178e+02 1.30382e+02 1.30381e+02 1.30690e+02 1.30689e+02 1.30930e+02 1.30855e+02 1.31074e+02 1.30872e+02 1.31092e+02 1.30872e+02
-2.09177e+02 1.26358e+02 1.26358e+02 1.29326e+02 1.29326e+02 1.30579e+02 1.30579e+02 1.30912e+02 1.30911e+02 1.31186e+02 1.31099e+02 1.31355e+02 1.31120e+02 1.31377e+02 1.31120e+02
-2.03390e+02 1.26439e+02 1.26439e+02 1.29468e+02 1.29468e+02 1.30770e+02 1.30770e+02 1.31128e+02 1.31126e+02 1.31438e+02 1.31337e+02 1.31634e+02 1.31362e+02 1.31659e+02 1.31362e+02
