7.224976e+14 2.071241e+08 2.071239e+08 2.071231e+08 2.071221e+08 2.071201e+08 2.071181e+08 2.071161e+08 2.071140e+08 2.071116e+08 2.071085e+08 2.071044e+08 2.070992e+08 2.070926e+08 2.070848e+08 2.070756e+08 2.070654e+08 2.070540e+08 2.070416e+08 2.070287e+08 2.070150e+08 2.070009e+08 2.069863e+08 2.069713e+08 0.000000e+00 0.000000e+00
6.896336e+14 2.071290e+08 2.071289e+08 2.071280e+08 2.071270e+08 2.071250e+08 2.071230e+08 2.071210e+08 2.071188e+08 2.071162e+08 2.071129e+08 2.071085e+08 2.071029e+08 2.070959e+08 2.070877e+08 2.070781e+08 2.070675e+08 2.070559e+08 2.070432e+08 2.070300e+08 2.070162e+08 2.070019e+08 2.069872e+08 2.069721e+08 0.000000e+00 0.000000e+00
6.631217e+14 2.071334e+08 2.071332e+08 2.071324e+08 2.071314e+08 2.071294e+08 2.071274e+08 2.071253e+08 2.071231e+08 2.071203e+08 2.071168e+08 2.071121e+08 2.071061e+08 2.070987e+08 2.070901e+08 2.070803e+08 2.070693e+08 2.070575e+08 2.070446e+08 2.070312e+08 2.070172e+08 2.070028e+08 2.069879e+08 2.069728e+08 0.000000e+00 0.000000e+00
6.377392e+14 2.071378e+08 2.071377e+08 2.071368e+08 2.071358e+08 2.071338e+08 2.071318e+08 2.071298e+08 2.071274e+08 2.071245e+08 2.071207e+08 2.071156e+08 2.071093e+08 2.071016e+08 2.070926e+08 2.070824e+08 2.070712e+08 2.070590e+08 2.070459e+08 2.070323e+08 2.070182e+08 2.070036e+08 2.069887e+08 2.069734e+08 0.000000e+00 0.000000e+00
6.135404e+14 2.071424e+08 2.071422e+08 2.071414e+08 2.071404e+08 2.071384e+08 2.071364e+08 2.071343e+08 2.071319e+08 2.071288e+08 2.071247e+08 2.071192e+08 2.071125e+08 2.071044e+08 2.070950e+08 2.070845e+08 2.070729e+08 2.070605e+08 2.070472e+08 2.070334e+08 2.070191e+08 2.070044e+08 2.069894e+08 2.069740e+08 0.000000e+00 0.000000e+00
5.903072e+14 2.071470e+08 2.071468e+08 2.071460e+08 2.071450e+08 2.071430e+08 2.071410e+08 2.071388e+08 2.071363e+08 2.071330e+08 2.071286e+08 2.071228e+08 2.071156e+08 2.071071e+08 2.070974e+08 2.070865e+08 2.070747e+08 2.070620e+08 2.070485e+08 2.070345e+08 2.070201e+08 2.070052e+08 2.069900e+08 2.069746e+08 0.000000e+00 0.000000e+00
5.679026e+14 2.071516e+08 2.071515e+08 2.071507e+08 2.071497e+08 2.071476e+08 2.071456e+08 2.071435e+08 2.071408e+08 2.071373e+08 2.071325e+08 2.071263e+08 2.071187e+08 2.071098e+08 2.070997e+08 2.070885e+08 2.070764e+08 2.070635e+08 2.070497e+08 2.070355e+08 2.070209e+08 2.070060e+08 2.069907e+08 2.069752e+08 0.000000e+00 0.000000e+00
5.463817e+14 2.071563e+08 2.071562e+08 2.071553e+08 2.071543e+08 2.071523e+08 2.071503e+08 2.071481e+08 2.071453e+08 2.071415e+08 2.071364e+08 2.071298e+08 2.071218e+08 2.071125e+08 2.071020e+08 2.070905e+08 2.070781e+08 2.070649e+08 2.070509e+08 2.070365e+08 2.070218e+08 2.070067e+08 2.069913e+08 2.069757e+08 0.000000e+00 0.000000e+00
5.256802e+14 2.071611e+08 2.071609e+08 2.071601e+08 2.071591e+08 2.071571e+08 2.071550e+08 2.071528e+08 2.071498e+08 2.071457e+08 2.071403e+08 2.071332e+08 2.071248e+08 2.071151e+08 2.071042e+08 2.070924e+08 2.070797e+08 2.070663e+08 2.070520e+08 2.070375e+08 2.070226e+08 2.070074e+08 2.069919e+08 2.069763e+08 0.000000e+00 0.000000e+00
5.057664e+14 2.071658e+08 2.071656e+08 2.071648e+08 2.071638e+08 2.071618e+08 2.071598e+08 2.071574e+08 2.071543e+08 2.071499e+08 2.071441e+08 2.071366e+08 2.071278e+08 2.071177e+08 2.071064e+08 2.070942e+08 2.070812e+08 2.070676e+08 2.070531e+08 2.070385e+08 2.070234e+08 2.070081e+08 2.069925e+08 2.069768e+08 0.000000e+00 0.000000e+00
4.866100e+14 2.071706e+08 2.071704e+08 2.071696e+08 2.071686e+08 2.071666e+08 2.071645e+08 2.071621e+08 2.071588e+08 2.071541e+08 2.071478e+08 2.071400e+08 2.071307e+08 2.071202e+08 2.071086e+08 2.070960e+08 2.070828e+08 2.070689e+08 2.070542e+08 2.070394e+08 2.070242e+08 2.070088e+08 2.069931e+08 2.069773e+08 0.000000e+00 0.000000e+00
4.681815e+14 2.071754e+08 2.071752e+08 2.071744e+08 2.071734e+08 2.071714e+08 2.071693e+08 2.071668e+08 2.071633e+08 2.071582e+08 2.071516e+08 2.071432e+08 2.071336e+08 2.071226e+08 2.071106e+08 2.070978e+08 2.070842e+08 2.070701e+08 2.070553e+08 2.070403e+08 2.070249e+08 2.070094e+08 2.069936e+08 2.069777e+08 0.000000e+00 0.000000e+00
4.504529e+14 2.071802e+08 2.071801e+08 2.071793e+08 2.071783e+08 2.071762e+08 2.071741e+08 2.071715e+08 2.071677e+08 2.071623e+08 2.071552e+08 2.071465e+08 2.071363e+08 2.071250e+08 2.071127e+08 2.070995e+08 2.070857e+08 2.070713e+08 2.070563e+08 2.070411e+08 2.070257e+08 2.070100e+08 2.069942e+08 2.069782e+08 0.000000e+00 0.000000e+00
4.333970e+14 2.071851e+08 2.071849e+08 2.071841e+08 2.071831e+08 2.071811e+08 2.071790e+08 2.071762e+08 2.071722e+08 2.071664e+08 2.071589e+08 2.071496e+08 2.071391e+08 2.071273e+08 2.071147e+08 2.071012e+08 2.070871e+08 2.070725e+08 2.070573e+08 2.070419e+08 2.070264e+08 2.070106e+08 2.069947e+08 2.069786e+08 0.000000e+00 0.000000e+00
4.169882e+14 2.071900e+08 2.071898e+08 2.071890e+08 2.071880e+08 2.071860e+08 2.071838e+08 2.071809e+08 2.071766e+08 2.071704e+08 2.071625e+08 2.071528e+08 2.071418e+08 2.071296e+08 2.071166e+08 2.071028e+08 2.070884e+08 2.070736e+08 2.070582e+08 2.070427e+08 2.070270e+08 2.070112e+08 2.069952e+08 2.069790e+08 0.000000e+00 0.000000e+00
