7.224976e+14 7.459280e+16 7.459224e+16 7.458976e+16 7.458668e+16 7.458050e+16 7.457435e+16 7.456820e+16 7.456203e+16 7.455589e+16 7.454974e+16 7.454352e+16 7.453728e+16 7.453087e+16 7.452417e+16 7.451701e+16 7.450923e+16 7.450065e+16 7.449094e+16 7.448026e+16 7.446837e+16 7.445516e+16 7.444060e+16 7.442463e+16 0.000000e+00 0.000000e+00
6.896336e+14 7.065718e+16 7.065666e+16 7.065431e+16 7.065139e+16 7.064554e+16 7.063971e+16 7.063388e+16 7.062804e+16 7.062222e+16 7.061639e+16 7.061049e+16 7.060454e+16 7.059841e+16 7.059195e+16 7.058501e+16 7.057743e+16 7.056903e+16 7.055952e+16 7.054906e+16 7.053742e+16 7.052452e+16 7.051030e+16 7.049476e+16 0.000000e+00 0.000000e+00
6.631217e+14 6.770113e+16 6.770062e+16 6.769838e+16 6.769558e+16 6.768997e+16 6.768439e+16 6.767880e+16 6.767320e+16 6.766763e+16 6.766204e+16 6.765637e+16 6.765064e+16 6.764469e+16 6.763840e+16 6.763161e+16 6.762415e+16 6.761587e+16 6.760648e+16 6.759616e+16 6.758468e+16 6.757197e+16 6.755800e+16 6.754274e+16 0.000000e+00 0.000000e+00
6.377392e+14 6.505599e+16 6.505551e+16 6.505335e+16 6.505066e+16 6.504527e+16 6.503990e+16 6.503454e+16 6.502916e+16 6.502380e+16 6.501842e+16 6.501296e+16 6.500741e+16 6.500163e+16 6.499547e+16 6.498879e+16 6.498143e+16 6.497323e+16 6.496393e+16 6.495370e+16 6.494234e+16 6.492979e+16 6.491601e+16 6.490099e+16 0.000000e+00 0.000000e+00
6.135404e+14 6.269767e+16 6.269720e+16 6.269512e+16 6.269253e+16 6.268733e+16 6.268216e+16 6.267699e+16 6.267181e+16 6.266664e+16 6.266145e+16 6.265616e+16 6.265078e+16 6.264513e+16 6.263908e+16 6.263248e+16 6.262518e+16 6.261704e+16 6.260780e+16 6.259764e+16 6.258636e+16 6.257392e+16 6.256029e+16 6.254546e+16 0.000000e+00 0.000000e+00
5.903072e+14 6.058356e+16 6.058311e+16 6.058110e+16 6.057860e+16 6.057358e+16 6.056858e+16 6.056358e+16 6.055857e+16 6.055358e+16 6.054856e+16 6.054343e+16 6.053818e+16 6.053264e+16 6.052668e+16 6.052014e+16 6.051288e+16 6.050477e+16 6.049555e+16 6.048543e+16 6.047420e+16 6.046184e+16 6.044833e+16 6.043366e+16 0.000000e+00 0.000000e+00
5.679026e+14 5.869134e+16 5.869090e+16 5.868896e+16 5.868653e+16 5.868167e+16 5.867682e+16 5.867198e+16 5.866713e+16 5.866229e+16 5.865742e+16 5.865242e+16 5.864729e+16 5.864184e+16 5.863594e+16 5.862944e+16 5.862219e+16 5.861409e+16 5.860487e+16 5.859476e+16 5.858357e+16 5.857126e+16 5.855783e+16 5.854327e+16 0.000000e+00 0.000000e+00
5.463817e+14 5.700896e+16 5.700854e+16 5.700665e+16 5.700429e+16 5.699957e+16 5.699486e+16 5.699016e+16 5.698545e+16 5.698074e+16 5.697600e+16 5.697112e+16 5.696608e+16 5.696070e+16 5.695484e+16 5.694835e+16 5.694110e+16 5.693298e+16 5.692375e+16 5.691363e+16 5.690243e+16 5.689015e+16 5.687677e+16 5.686229e+16 0.000000e+00 0.000000e+00
5.256802e+14 5.551304e+16 5.551263e+16 5.551079e+16 5.550849e+16 5.550389e+16 5.549931e+16 5.549473e+16 5.549014e+16 5.548556e+16 5.548093e+16 5.547615e+16 5.547118e+16 5.546585e+16 5.546001e+16 5.545351e+16 5.544624e+16 5.543808e+16 5.542881e+16 5.541865e+16 5.540743e+16 5.539514e+16 5.538178e+16 5.536735e+16 0.000000e+00 0.000000e+00
5.057664e+14 5.418666e+16 5.418625e+16 5.418446e+16 5.418222e+16 5.417773e+16 5.417325e+16 5.416879e+16 5.416430e+16 5.415982e+16 5.415529e+16 5.415060e+16 5.414569e+16 5.414039e+16 5.413455e+16 5.412802e+16 5.412071e+16 5.411249e+16 5.410315e+16 5.409294e+16 5.408168e+16 5.406936e+16 5.405599e+16 5.404158e+16 0.000000e+00 0.000000e+00
