8.2578465209e+05 1.0000000000e+03 3.9999999897e+07 2.6714480975e+34 3.9837107509e+29 7.7472539903e+32 3.0445308440e+45
8.2577300840e+05 1.0000000003e+03 3.9999011702e+07 2.6714480975e+34 3.9837107531e+29 7.7468170496e+32 3.0445308446e+45
8.2568665520e+05 1.0000000035e+03 3.9991683271e+07 2.6714480975e+34 3.9837107748e+29 7.7435771401e+32 3.0445308501e+45
8.2536716664e+05 1.0000000352e+03 3.9964574635e+07 2.6714480975e+34 3.9837109920e+29 7.7315989944e+32 3.0445309053e+45
8.2513175576e+05 1.0000000986e+03 3.9944605048e+07 2.6714480975e+34 3.9837114266e+29 7.7227819536e+32 3.0445310157e+45
8.2517949515e+05 1.0000004157e+03 3.9948654370e+07 2.6714480975e+34 3.9837136055e+29 7.7245693671e+32 3.0445315680e+45
8.2793390923e+05 1.0000020012e+03 4.0182585889e+07 2.6714480975e+34 3.9837246452e+29 7.8282240551e+32 3.0445343349e+45
8.3410551776e+05 1.0000051722e+03 4.0708865653e+07 2.6714480975e+34 3.9837473986e+29 8.0642604081e+32 3.0445398974e+45
8.4003994736e+05 1.0000083432e+03 4.1217689958e+07 2.6714480975e+34 3.9837709854e+29 8.2962212000e+32 3.0445454955e+45
8.4563364508e+05 1.0000115141e+03 4.1699781359e+07 2.6714480975e+34 3.9837953717e+29 8.5194112331e+32 3.0445511162e+45
8.5090166270e+05 1.0000146851e+03 4.2156002678e+07 2.6714480975e+34 3.9838205403e+29 8.7336956969e+32 3.0445567566e+45
8.5587783554e+05 1.0000178561e+03 4.2588905314e+07 2.6714480975e+34 3.9838464783e+29 8.9397975858e+32 3.0445624183e+45
8.6059555472e+05 1.0000210271e+03 4.3001075717e+07 2.6714480975e+34 3.9838731732e+29 9.1385430215e+32 3.0445681001e+45
8.6508393506e+05 1.0000241981e+03 4.3394790367e+07 2.6714480975e+34 3.9839006118e+29 9.3306855813e+32 3.0445737996e+45
8.6936761870e+05 1.0000273690e+03 4.3771984991e+07 2.6714480975e+34 3.9839287805e+29 9.5168759157e+32 3.0445795142e+45
8.7346742098e+05 1.0000305400e+03 4.4134299747e+07 2.6714480975e+34 3.9839576649e+29 9.6976702162e+32 3.0445852416e+45
8.7740088912e+05 1.0000337110e+03 4.4483119335e+07 2.6714480975e+34 3.9839872498e+29 9.8735390348e+32 3.0445909830e+45
8.8117818235e+05 1.0000368820e+03 4.4819648257e+07 2.6714480975e+34 3.9840175197e+29 1.0044666208e+33 3.0445967406e+45
8.8475744065e+05 1.0000400530e+03 4.5145049386e+07 2.6714480975e+34 3.9840484574e+29 1.0208865016e+33 3.0446025141e+45
8.8821249475e+05 1.0000432239e+03 4.5460139957e+07 2.6714480975e+34 3.9840800396e+29 1.0369267535e+33 3.0446083026e+45
8.9155265541e+05 1.0000463949e+03 4.5765668168e+07 2.6714480975e+34 3.9841122474e+29 1.0526125853e+33 3.0446141042e+45
8.9478604921e+05 1.0000495659e+03 4.6062287004e+07 2.6714480975e+34 3.9841450648e+29 1.0679658953e+33 3.0446199195e+45
8.9791983325e+05 1.0000527369e+03 4.6350571651e+07 2.6714480975e+34 3.9841784745e+29 1.0830059042e+33 3.0446257496e+45
9.0096035288e+05 1.0000559079e+03 4.6631032186e+07 2.6714480975e+34 3.9842124587e+29 1.0977495992e+33 3.0446315940e+45
9.0391329919e+05 1.0000590788e+03 4.6904126616e+07 2.6714480975e+34 3.9842469994e+29 1.1122122433e+33 3.0446374497e+45
9.0678373380e+05 1.0000622498e+03 4.7170261947e+07 2.6714480975e+34 3.9842820800e+29 1.1264072856e+33 3.0446433166e+45
9.0957624581e+05 1.0000654208e+03 4.7429807677e+07 2.6714480975e+34 3.9843176841e+29 1.1403469533e+33 3.0446491933e+45
9.1229500117e+05 1.0000685918e+03 4.7683099550e+07 2.6714480975e+34 3.9843537955e+29 1.1540423531e+33 3.0446550783e+45
